age,gender,height,weight,activity,bmr,tdee,calorie_needs,protein,fat,carbs
48,F,197,98,Moderate,1756,2722,2722,204,76,306
79,F,186,61,Moderate,1246,1931,1931,145,54,217
43,F,171,57,Active,1318,2274,2274,171,63,256
24,M,152,111,Sedentary,2169,2603,2603,195,72,293
18,F,180,112,Light,1963,2699,2699,202,75,304
31,M,161,62,Light,1516,2084,2084,156,58,234
74,M,195,113,Very Active,2118,4024,4024,302,112,453
68,M,198,104,Very Active,2046,3887,3887,292,108,437
59,F,174,49,Very Active,1184,2250,2250,169,62,253
27,M,182,48,Light,1452,1996,1996,150,55,225
27,M,166,69,Light,1656,2277,2277,171,63,256
20,F,200,77,Very Active,1693,3217,3217,241,89,362
45,M,186,88,Light,1904,2618,2618,196,73,295
65,F,163,82,Light,1429,1965,1965,147,55,221
22,M,186,46,Moderate,1472,2282,2282,171,63,257
20,F,165,54,Active,1372,2367,2367,178,66,266
77,M,161,100,Light,1764,2426,2426,182,67,273
20,F,198,69,Light,1612,2216,2216,166,62,249
76,M,160,67,Sedentary,1322,1586,1586,119,44,178
56,M,179,106,Very Active,2050,3895,3895,292,108,438
31,F,186,69,Light,1528,2101,2101,158,58,236
37,M,183,94,Very Active,2016,3830,3830,287,106,431
65,F,168,49,Sedentary,1140,1368,1368,103,38,154
31,F,176,115,Active,1922,3315,3315,249,92,373
65,F,197,72,Very Active,1442,2740,2740,206,76,308
55,M,165,82,Moderate,1667,2584,2584,194,72,291
19,M,164,86,Sedentary,1920,2304,2304,173,64,259
43,F,181,72,Light,1488,2046,2046,153,57,230
44,M,156,67,Sedentary,1485,1782,1782,134,50,200
60,M,156,72,Moderate,1461,2265,2265,170,63,255
68,F,187,68,Active,1361,2348,2348,176,65,264
38,M,162,75,Light,1655,2276,2276,171,63,256
18,M,159,48,Very Active,1392,2645,2645,198,73,298
32,F,174,74,Very Active,1532,2911,2911,218,81,327
27,M,177,106,Very Active,2205,4190,4190,314,116,471
41,F,162,83,Sedentary,1539,1847,1847,139,51,208
27,F,171,112,Moderate,1896,2939,2939,220,82,331
61,F,196,53,Moderate,1281,1986,1986,149,55,223
71,M,185,85,Moderate,1712,2654,2654,199,74,299
26,M,173,59,Light,1561,2146,2146,161,60,241
35,M,189,52,Moderate,1493,2314,2314,174,64,260
43,M,166,50,Sedentary,1311,1573,1573,118,44,177
80,M,151,69,Light,1283,1764,1764,132,49,198
49,F,150,96,Moderate,1588,2461,2461,185,68,277
66,M,198,81,Very Active,1749,3323,3323,249,92,374
34,M,187,64,Moderate,1650,2558,2558,192,71,288
19,M,176,51,Sedentary,1508,1810,1810,136,50,204
58,F,151,80,Light,1404,1930,1930,145,54,217
78,F,174,96,Very Active,1537,2920,2920,219,81,328
71,M,179,97,Light,1844,2536,2536,190,70,285
78,M,165,107,Light,1871,2573,2573,193,71,289
67,F,175,47,Light,1134,1559,1559,117,43,175
59,M,195,109,Moderate,2149,3331,3331,250,93,375
66,M,162,100,Moderate,1831,2838,2838,213,79,319
79,M,189,84,Active,1672,2884,2884,216,80,324
74,F,168,84,Sedentary,1424,1709,1709,128,47,192
59,M,186,107,Sedentary,2080,2496,2496,187,69,281
76,F,167,87,Moderate,1440,2232,2232,167,62,251
72,M,166,59,Very Active,1267,2407,2407,181,67,271
58,F,200,75,Sedentary,1510,1812,1812,136,50,204
70,M,189,56,Light,1348,1854,1854,139,52,209
70,F,195,99,Light,1664,2288,2288,172,64,257
59,M,164,73,Sedentary,1518,1822,1822,137,51,205
46,F,190,103,Sedentary,1789,2147,2147,161,60,242
79,F,182,51,Active,1141,1968,1968,148,55,221
41,M,200,115,Very Active,2356,4476,4476,336,124,504
46,F,176,74,Light,1478,2032,2032,152,56,229
69,M,151,72,Active,1386,2391,2391,179,66,269
38,M,167,84,Active,1799,3103,3103,233,86,349
63,F,177,58,Active,1259,2172,2172,163,60,244
56,F,178,62,Sedentary,1330,1596,1596,120,44,180
68,M,176,91,Very Active,1766,3355,3355,252,93,377
41,M,193,50,Very Active,1452,2759,2759,207,77,310
80,F,195,113,Active,1750,3019,3019,226,84,340
49,F,169,118,Sedentary,1850,2220,2220,166,62,250
55,F,156,74,Active,1377,2375,2375,178,66,267
54,M,181,52,Active,1347,2324,2324,174,65,261
28,F,172,72,Moderate,1525,2364,2364,177,66,266
41,F,196,84,Active,1654,2853,2853,214,79,321
63,F,188,73,Light,1432,1969,1969,148,55,222
50,F,166,82,Very Active,1504,2858,2858,214,79,322
29,F,160,80,Very Active,1557,2958,2958,222,82,333
63,M,183,46,Moderate,1225,1899,1899,142,53,214
52,M,199,58,Sedentary,1525,1830,1830,137,51,206
54,M,156,53,Active,1240,2139,2139,160,59,241
29,F,194,79,Active,1654,2853,2853,214,79,321
58,M,171,56,Sedentary,1330,1596,1596,120,44,180
65,M,200,98,Very Active,1992,3785,3785,284,105,426
27,M,197,87,Moderate,2046,3171,3171,238,88,357
30,F,194,87,Sedentary,1723,2068,2068,155,57,233
75,M,162,77,Moderate,1472,2282,2282,171,63,257
31,F,180,98,Light,1777,2443,2443,183,68,275
63,F,163,102,Very Active,1623,3084,3084,231,86,347
49,M,172,72,Moderate,1600,2480,2480,186,69,279
79,F,187,69,Sedentary,1323,1588,1588,119,44,179
38,F,154,78,Moderate,1481,2296,2296,172,64,258
51,M,193,85,Active,1864,3215,3215,241,89,362
70,F,168,114,Sedentary,1719,2063,2063,155,57,232
40,F,161,98,Light,1679,2309,2309,173,64,260
43,M,170,112,Very Active,2161,4106,4106,308,114,462
62,F,155,93,Active,1519,2620,2620,196,73,295
27,F,184,58,Moderate,1437,2227,2227,167,62,251
44,M,180,118,Light,2283,3139,3139,235,87,353
29,M,171,93,Active,1990,3433,3433,257,95,386
52,M,189,80,Light,1772,2436,2436,183,68,274
22,F,186,62,Active,1502,2591,2591,194,72,291
32,M,158,47,Very Active,1295,2460,2460,184,68,277
33,F,187,113,Active,1929,3328,3328,250,92,374
34,F,153,98,Light,1681,2311,2311,173,64,260
59,M,160,119,Active,2116,3650,3650,274,101,411
66,M,152,79,Moderate,1501,2327,2327,175,65,262
73,F,161,81,Moderate,1379,2137,2137,160,59,240
71,F,190,64,Moderate,1321,2048,2048,154,57,230
67,M,180,84,Active,1697,2927,2927,220,81,329
20,F,200,108,Light,1979,2721,2721,204,76,306
75,M,169,73,Light,1452,1996,1996,150,55,225
80,M,184,52,Light,1214,1669,1669,125,46,188
21,M,151,85,Sedentary,1833,2200,2200,165,61,248
54,M,151,103,Moderate,1886,2923,2923,219,81,329
79,M,153,100,Moderate,1714,2657,2657,199,74,299
29,M,180,60,Very Active,1591,3023,3023,227,84,340
25,F,151,47,Light,1242,1708,1708,128,47,192
25,F,171,45,Active,1285,2217,2217,166,62,249
23,F,194,100,Light,1874,2577,2577,193,72,290
65,M,151,61,Moderate,1261,1955,1955,147,54,220
29,M,164,54,Sedentary,1434,1721,1721,129,48,194
57,M,150,58,Very Active,1262,2398,2398,180,67,270
76,F,175,99,Moderate,1576,2443,2443,183,68,275
30,F,180,99,Very Active,1791,3403,3403,255,95,383
76,M,150,111,Very Active,1864,3542,3542,266,98,398
48,M,175,77,Sedentary,1687,2024,2024,152,56,228
67,M,190,83,Moderate,1732,2685,2685,201,75,302
68,M,190,99,Active,1940,3346,3346,251,93,376
73,M,173,87,Moderate,1670,2588,2588,194,72,291
47,F,188,59,Very Active,1372,2607,2607,196,72,293
63,M,157,55,Moderate,1221,1893,1893,142,53,213
25,M,197,114,Moderate,2419,3749,3749,281,104,422
78,F,172,112,Moderate,1678,2601,2601,195,72,293
47,M,154,87,Light,1726,2373,2373,178,66,267
24,M,183,106,Active,2250,3881,3881,291,108,437
78,F,183,59,Active,1222,2108,2108,158,59,237
64,M,156,64,Moderate,1331,2063,2063,155,57,232
23,F,199,92,Moderate,1815,2813,2813,211,78,316
41,F,164,114,Active,1832,3160,3160,237,88,356
28,F,200,97,Active,1843,3179,3179,238,88,358
64,F,178,55,Moderate,1231,1908,1908,143,53,215
64,M,177,72,Sedentary,1539,1847,1847,139,51,208
80,F,165,51,Moderate,1084,1680,1680,126,47,189
62,M,162,60,Very Active,1318,2504,2504,188,70,282
76,M,151,46,Active,998,1722,1722,129,48,194
18,F,179,83,Sedentary,1692,2030,2030,152,56,228
69,F,179,59,Moderate,1249,1936,1936,145,54,218
48,F,170,120,Moderate,1876,2908,2908,218,81,327
51,F,171,82,Very Active,1515,2878,2878,216,80,324
68,F,193,104,Light,1713,2355,2355,177,65,265
26,M,175,104,Sedentary,2174,2609,2609,196,72,294
55,F,196,114,Sedentary,1871,2245,2245,168,62,253
69,M,165,119,Active,2083,3593,3593,269,100,404
33,F,158,66,Active,1404,2422,2422,182,67,272
40,M,183,59,Sedentary,1530,1836,1836,138,51,207
67,F,197,104,Active,1729,2983,2983,224,83,336
33,F,153,111,Moderate,1805,2798,2798,210,78,315
18,M,183,95,Sedentary,2137,2564,2564,192,71,288
20,F,162,117,Active,1945,3355,3355,252,93,377
45,M,163,69,Active,1540,2656,2656,199,74,299
74,F,197,81,Sedentary,1486,1783,1783,134,50,201
27,F,172,46,Very Active,1289,2449,2449,184,68,276
33,F,199,92,Very Active,1772,3367,3367,253,94,379
63,F,194,67,Moderate,1395,2162,2162,162,60,243
35,F,185,87,Active,1674,2888,2888,217,80,325
20,F,154,95,Moderate,1717,2661,2661,200,74,299
47,M,200,101,Very Active,2134,4055,4055,304,113,456
46,F,178,118,Moderate,1891,2931,2931,220,81,330
47,F,194,111,Sedentary,1872,2246,2246,168,62,253
53,F,180,77,Moderate,1488,2306,2306,173,64,259
43,F,178,96,Active,1701,2934,2934,220,82,330
48,M,200,51,Very Active,1459,2772,2772,208,77,312
80,M,152,91,Active,1583,2731,2731,205,76,307
52,F,174,50,Sedentary,1224,1469,1469,110,41,165
35,M,171,61,Sedentary,1528,1834,1834,138,51,206
63,M,188,90,Moderate,1839,2850,2850,214,79,321
76,F,197,96,Active,1617,2789,2789,209,77,314
70,F,196,49,Very Active,1205,2290,2290,172,64,258
52,M,152,119,Sedentary,2117,2540,2540,190,71,286
69,F,192,94,Moderate,1613,2500,2500,188,69,281
73,F,186,85,Moderate,1494,2316,2316,174,64,261
72,M,182,74,Very Active,1544,2934,2934,220,82,330
54,M,189,67,Active,1586,2736,2736,205,76,308
24,M,157,47,Active,1335,2303,2303,173,64,259
36,M,194,53,Light,1525,2097,2097,157,58,236
70,F,154,57,Sedentary,1149,1379,1379,103,38,155
66,F,181,53,Very Active,1213,2305,2305,173,64,259
41,F,172,71,Light,1459,2006,2006,150,56,226
43,F,156,76,Sedentary,1447,1736,1736,130,48,195
70,M,178,95,Light,1818,2500,2500,188,69,281
59,M,176,69,Moderate,1522,2359,2359,177,66,265
60,M,157,114,Very Active,2028,3853,3853,289,107,433
20,M,184,68,Active,1769,3052,3052,229,85,343
72,F,184,48,Very Active,1150,2185,2185,164,61,246
48,F,181,88,Active,1614,2784,2784,209,77,313
75,F,188,68,Active,1334,2301,2301,173,64,259
74,M,177,111,Sedentary,2005,2406,2406,180,67,271
80,F,175,81,Moderate,1392,2158,2158,162,60,243
66,F,171,64,Moderate,1283,1989,1989,149,55,224
74,M,180,104,Sedentary,1925,2310,2310,173,64,260
37,F,191,100,Sedentary,1804,2165,2165,162,60,244
73,F,169,67,Light,1275,1753,1753,131,49,197
28,M,171,78,Sedentary,1795,2154,2154,162,60,242
51,F,178,96,Light,1666,2291,2291,172,64,258
65,M,193,62,Active,1476,2546,2546,191,71,286
72,F,156,67,Sedentary,1239,1487,1487,112,41,167
71,M,177,92,Active,1767,3048,3048,229,85,343
20,F,186,90,Very Active,1769,3361,3361,252,93,378
29,F,189,53,Very Active,1398,2656,2656,199,74,299
54,F,172,62,Active,1320,2277,2277,171,63,256
20,F,173,106,Very Active,1877,3566,3566,267,99,401
27,F,195,48,Light,1379,1896,1896,142,53,213
43,F,179,117,Light,1898,2610,2610,196,72,294
26,M,181,53,Light,1519,2089,2089,157,58,235
21,M,152,70,Very Active,1636,3108,3108,233,86,350
56,F,193,68,Active,1432,2470,2470,185,69,278
23,F,161,85,Light,1633,2245,2245,168,62,253
48,F,165,73,Active,1426,2460,2460,184,68,277
42,F,167,73,Active,1458,2515,2515,189,70,283
69,M,171,61,Light,1334,1834,1834,138,51,206
24,F,171,95,Light,1752,2409,2409,181,67,271
61,F,187,70,Sedentary,1410,1692,1692,127,47,190
72,M,167,88,Active,1660,2864,2864,215,80,322
28,F,191,97,Active,1815,3131,3131,235,87,352
33,F,197,59,Light,1461,2009,2009,151,56,226
39,F,167,58,Light,1332,1832,1832,137,51,206
30,F,186,84,Moderate,1671,2590,2590,194,72,291
36,F,181,68,Sedentary,1481,1777,1777,133,49,200
71,M,175,62,Very Active,1356,2576,2576,193,72,290
36,F,166,48,Moderate,1250,1938,1938,145,54,218
78,F,188,119,Very Active,1793,3407,3407,256,95,383
57,M,185,111,Moderate,2140,3317,3317,249,92,373
64,M,168,57,Moderate,1295,2007,2007,151,56,226
53,M,198,80,Sedentary,1809,2171,2171,163,60,244
62,M,188,114,Light,2166,2978,2978,223,83,335
21,F,181,62,Active,1491,2572,2572,193,71,289
30,F,161,86,Light,1612,2216,2216,166,62,249
57,M,156,68,Light,1424,1958,1958,147,54,220
77,M,175,72,Moderate,1456,2257,2257,169,63,254
63,F,163,117,Sedentary,1762,2114,2114,159,59,238
29,F,178,116,Moderate,1946,3016,3016,226,84,339
38,M,197,60,Very Active,1622,3082,3082,231,86,347
41,F,192,68,Moderate,1494,2316,2316,174,64,261
72,M,180,115,Moderate,2084,3230,3230,242,90,363
55,M,181,61,Moderate,1462,2266,2266,170,63,255
76,M,193,102,Light,1950,2681,2681,201,74,302
75,F,155,80,Very Active,1343,2552,2552,191,71,287
61,M,153,54,Light,1200,1650,1650,124,46,186
72,M,185,58,Light,1344,1848,1848,139,51,208
40,F,191,80,Sedentary,1606,1927,1927,145,54,217
64,F,193,54,Active,1268,2187,2187,164,61,246
24,F,187,51,Sedentary,1395,1674,1674,126,46,188
70,F,164,57,Light,1180,1622,1622,122,45,182
56,M,171,115,Sedentary,2132,2558,2558,192,71,288
36,M,197,76,Very Active,1848,3511,3511,263,98,395
19,F,160,57,Moderate,1388,2151,2151,161,60,242
79,F,191,118,Moderate,1788,2771,2771,208,77,312
42,F,190,120,Sedentary,1964,2357,2357,177,65,265
65,F,185,106,Active,1719,2965,2965,222,82,334
45,F,187,84,Light,1609,2212,2212,166,61,249
42,F,163,109,Moderate,1779,2757,2757,207,77,310
38,M,150,115,Sedentary,2133,2560,2560,192,71,288
74,F,192,60,Active,1277,2203,2203,165,61,248
46,F,176,97,Very Active,1691,3213,3213,241,89,361
76,M,174,71,Very Active,1443,2742,2742,206,76,308
65,M,157,51,Moderate,1156,1792,1792,134,50,202
57,M,159,102,Active,1894,3267,3267,245,91,368
34,F,192,104,Moderate,1857,2878,2878,216,80,324
34,F,157,54,Light,1286,1768,1768,133,49,199
23,F,182,47,Light,1346,1851,1851,139,51,208
33,F,153,89,Active,1602,2763,2763,207,77,311
20,F,150,88,Moderate,1639,2540,2540,190,71,286
29,F,186,61,Very Active,1462,2778,2778,208,77,313
54,M,187,78,Light,1724,2370,2370,178,66,267
38,M,183,59,Moderate,1541,2389,2389,179,66,269
29,M,154,102,Active,2029,3500,3500,262,97,394
19,M,178,48,Sedentary,1478,1774,1774,133,49,200
70,M,183,54,Active,1293,2230,2230,167,62,251
59,F,184,56,Sedentary,1280,1536,1536,115,43,173
60,M,190,77,Light,1691,2325,2325,174,65,262
60,M,179,115,Light,2147,2952,2952,221,82,332
36,M,153,48,Active,1261,2175,2175,163,60,245
72,M,192,119,Very Active,2195,4170,4170,313,116,469
43,F,194,95,Active,1741,3003,3003,225,83,338
60,M,182,57,Sedentary,1385,1662,1662,125,46,187
78,M,196,71,Moderate,1537,2382,2382,179,66,268
75,M,185,119,Very Active,2145,4076,4076,306,113,459
77,M,161,56,Active,1174,2025,2025,152,56,228
61,M,171,99,Light,1889,2597,2597,195,72,292
79,F,151,83,Moderate,1341,2079,2079,156,58,234
33,M,172,100,Sedentary,2066,2479,2479,186,69,279
21,M,165,73,Moderate,1739,2695,2695,202,75,303
20,M,168,66,Active,1665,2872,2872,215,80,323
24,M,180,106,Sedentary,2236,2683,2683,201,75,302
24,F,193,74,Light,1626,2236,2236,168,62,252
57,M,170,79,Sedentary,1639,1967,1967,148,55,221
61,F,151,51,Very Active,1123,2134,2134,160,59,240
78,F,165,109,Light,1629,2240,2240,168,62,252
64,F,163,90,Very Active,1508,2865,2865,215,80,322
75,M,150,61,Moderate,1200,1860,1860,140,52,209
24,F,194,87,Very Active,1749,3323,3323,249,92,374
45,M,162,117,Very Active,2178,4138,4138,310,115,466
28,M,179,58,Sedentary,1565,1878,1878,141,52,211
72,M,177,112,Very Active,2030,3857,3857,289,107,434
73,M,182,63,Sedentary,1391,1669,1669,125,46,188
32,F,158,103,Sedentary,1751,2101,2101,158,58,236
67,M,162,78,Sedentary,1530,1836,1836,138,51,207
34,M,188,120,Very Active,2405,4570,4570,343,127,514
79,M,192,68,Active,1472,2539,2539,190,71,286
37,F,156,71,Moderate,1427,2212,2212,166,61,249
34,M,164,104,Active,2076,3581,3581,269,99,403
37,F,178,48,Active,1283,2213,2213,166,61,249
65,F,165,80,Very Active,1417,2692,2692,202,75,303
71,M,154,48,Sedentary,1067,1280,1280,96,36,144
72,M,183,115,Moderate,2098,3252,3252,244,90,366
63,F,162,49,Sedentary,1130,1356,1356,102,38,153
70,M,173,104,Sedentary,1914,2297,2297,172,64,258
76,M,157,69,Very Active,1335,2536,2536,190,70,285
70,M,182,99,Very Active,1891,3593,3593,269,100,404
26,F,180,91,Moderate,1734,2688,2688,202,75,302
78,F,170,86,Light,1432,1969,1969,148,55,222
55,F,182,114,Light,1827,2512,2512,188,70,283
28,M,176,91,Active,1993,3438,3438,258,96,387
41,F,186,71,Light,1503,2067,2067,155,57,233
78,M,159,69,Very Active,1333,2533,2533,190,70,285
36,F,152,113,Moderate,1808,2802,2802,210,78,315
27,M,195,70,Very Active,1809,3437,3437,258,95,387
49,M,176,118,Sedentary,2236,2683,2683,201,75,302
37,F,163,114,Active,1847,3186,3186,239,88,358
78,M,156,91,Very Active,1613,3065,3065,230,85,345
42,M,182,76,Moderate,1742,2700,2700,202,75,304
76,F,172,94,Very Active,1521,2890,2890,217,80,325
45,F,161,47,Sedentary,1186,1423,1423,107,40,160
60,M,196,94,Active,1948,3360,3360,252,93,378
46,F,152,112,Moderate,1755,2720,2720,204,76,306
22,F,176,55,Light,1406,1933,1933,145,54,217
58,M,198,118,Light,2290,3149,3149,236,87,354
24,M,178,77,Moderate,1838,2849,2849,214,79,321
71,M,195,95,Moderate,1894,2936,2936,220,82,330
24,F,176,53,Very Active,1379,2620,2620,196,73,295
58,F,198,78,Light,1531,2105,2105,158,58,237
24,F,163,103,Active,1801,3107,3107,233,86,350
71,M,168,61,Active,1309,2258,2258,169,63,254
68,M,157,112,Sedentary,1956,2347,2347,176,65,264
26,M,190,119,Sedentary,2447,2936,2936,220,82,330
74,M,193,80,Sedentary,1666,1999,1999,150,56,225
74,F,156,49,Very Active,1064,2022,2022,152,56,227
38,F,176,110,Light,1845,2537,2537,190,70,285
60,F,194,107,Light,1778,2445,2445,183,68,275
44,M,163,112,Moderate,2121,3288,3288,247,91,370
79,F,170,85,Very Active,1418,2694,2694,202,75,303
77,F,172,101,Active,1581,2727,2727,205,76,307
51,F,187,84,Sedentary,1583,1900,1900,142,53,214
72,M,159,63,Very Active,1287,2445,2445,183,68,275
36,M,161,60,Light,1460,2008,2008,151,56,226
39,F,195,108,Light,1882,2588,2588,194,72,291
37,M,196,60,Light,1623,2232,2232,167,62,251
46,M,190,76,Active,1757,3031,3031,227,84,341
71,F,198,76,Light,1456,2002,2002,150,56,225
65,M,151,99,Very Active,1770,3363,3363,252,93,378
20,F,179,90,Moderate,1748,2709,2709,203,75,305
75,F,164,100,Very Active,1556,2956,2956,222,82,333
74,M,153,45,Sedentary,1005,1206,1206,90,34,136
35,F,189,73,Very Active,1557,2958,2958,222,82,333
60,F,168,84,Very Active,1485,2822,2822,212,78,317
28,F,155,108,Active,1805,3114,3114,234,86,350
41,M,191,115,Very Active,2313,4395,4395,330,122,494
61,M,165,105,Very Active,1941,3688,3688,277,102,415
40,M,174,108,Moderate,2143,3322,3322,249,92,374
48,M,180,61,Very Active,1497,2844,2844,213,79,320
59,M,184,104,Very Active,2030,3857,3857,289,107,434
29,F,174,87,Moderate,1666,2582,2582,194,72,290
66,F,188,120,Light,1854,2549,2549,191,71,287
33,M,192,80,Light,1894,2604,2604,195,72,293
64,M,181,114,Light,2121,2916,2916,219,81,328
34,F,181,75,Very Active,1555,2954,2954,222,82,332
33,M,155,51,Active,1328,2291,2291,172,64,258
75,M,191,83,Active,1691,2917,2917,219,81,328
50,F,198,99,Active,1760,3036,3036,228,84,342
29,F,181,87,Moderate,1687,2615,2615,196,73,294
62,F,165,64,Very Active,1282,2436,2436,183,68,274
39,F,151,47,Active,1181,2037,2037,153,57,229
70,F,153,102,Light,1562,2148,2148,161,60,242
53,M,190,86,Sedentary,1851,2221,2221,167,62,250
48,M,198,100,Light,2106,2896,2896,217,80,326
68,M,157,59,Sedentary,1246,1495,1495,112,42,168
61,M,150,112,Moderate,1962,3041,3041,228,84,342
68,M,166,53,Moderate,1209,1874,1874,141,52,211
62,M,156,104,Sedentary,1878,2254,2254,169,63,254
49,F,172,115,Moderate,1832,2840,2840,213,79,320
72,M,161,117,Light,2020,2778,2778,208,77,313
25,F,177,72,Sedentary,1553,1864,1864,140,52,210
49,M,168,109,Light,2077,2856,2856,214,79,321
40,M,172,52,Sedentary,1383,1660,1660,124,46,187
78,F,151,82,Moderate,1336,2071,2071,155,58,233
51,M,163,50,Active,1251,2158,2158,162,60,243
25,M,170,107,Moderate,2196,3404,3404,255,95,383
37,M,179,51,Active,1421,2451,2451,184,68,276
27,F,200,65,Very Active,1551,2947,2947,221,82,332
29,M,162,45,Light,1304,1793,1793,134,50,202
52,F,189,113,Light,1853,2548,2548,191,71,287
57,F,196,92,Active,1659,2862,2862,215,80,322
53,F,167,46,Moderate,1161,1800,1800,135,50,202
54,F,151,103,Moderate,1634,2533,2533,190,70,285
78,F,199,96,Light,1614,2219,2219,166,62,250
58,F,168,87,Sedentary,1521,1825,1825,137,51,205
32,F,154,88,Active,1600,2760,2760,207,77,310
64,F,169,91,Light,1536,2112,2112,158,59,238
69,F,183,70,Very Active,1363,2590,2590,194,72,291
50,F,156,79,Light,1445,1987,1987,149,55,224
22,M,163,110,Very Active,2219,4216,4216,316,117,474
22,F,172,83,Very Active,1653,3141,3141,236,87,353
53,F,195,96,Very Active,1710,3249,3249,244,90,366
38,F,152,96,Very Active,1642,3120,3120,234,87,351
30,F,175,109,Very Active,1868,3549,3549,266,99,399
64,M,171,78,Sedentary,1591,1909,1909,143,53,215
19,F,199,106,Sedentary,1962,2354,2354,177,65,265
72,F,154,102,Sedentary,1556,1867,1867,140,52,210
62,F,153,67,Active,1273,2196,2196,165,61,247
66,M,163,62,Moderate,1327,2057,2057,154,57,231
51,M,187,120,Light,2304,3168,3168,238,88,356
72,F,162,50,Very Active,1100,2090,2090,157,58,235
49,F,186,85,Very Active,1598,3036,3036,228,84,342
68,M,168,49,Light,1165,1602,1602,120,44,180
46,M,175,84,Light,1792,2464,2464,185,68,277
35,M,189,72,Light,1761,2421,2421,182,67,272
41,F,172,55,Active,1312,2263,2263,170,63,255
44,F,169,73,Sedentary,1456,1747,1747,131,49,197
73,F,181,90,Sedentary,1524,1829,1829,137,51,206
56,F,195,77,Light,1521,2091,2091,157,58,235
51,F,185,59,Sedentary,1345,1614,1614,121,45,182
54,F,181,84,Sedentary,1551,1861,1861,140,52,209
46,M,186,51,Moderate,1403,2175,2175,163,60,245
59,F,176,100,Sedentary,1662,1994,1994,150,55,224
57,M,163,52,Moderate,1244,1928,1928,145,54,217
40,M,195,92,Active,2030,3502,3502,263,97,394
31,M,192,95,Light,2106,2896,2896,217,80,326
58,M,198,119,Sedentary,2304,2765,2765,207,77,311
41,M,150,112,Sedentary,2076,2491,2491,187,69,280
47,F,163,120,Active,1859,3207,3207,241,89,361
62,F,195,68,Moderate,1412,2189,2189,164,61,246
21,M,189,61,Active,1693,2920,2920,219,81,328
57,M,167,114,Active,2093,3610,3610,271,100,406
56,F,180,65,Light,1364,1876,1876,141,52,211
56,M,168,98,Sedentary,1890,2268,2268,170,63,255
41,F,164,77,Very Active,1490,2831,2831,212,79,318
66,F,193,50,Moderate,1222,1894,1894,142,53,213
56,F,160,101,Moderate,1635,2534,2534,190,70,285
70,M,196,94,Very Active,1891,3593,3593,269,100,404
80,F,155,92,Moderate,1432,2220,2220,166,62,250
23,F,162,87,Sedentary,1654,1985,1985,149,55,223
60,M,199,47,Very Active,1332,2531,2531,190,70,285
73,F,184,94,Light,1571,2160,2160,162,60,243
55,F,163,118,Light,1806,2483,2483,186,69,279
29,M,182,85,Very Active,1936,3678,3678,276,102,414
58,M,157,100,Active,1852,3195,3195,240,89,359
52,F,185,67,Sedentary,1415,1698,1698,127,47,191
48,F,153,89,Light,1537,2113,2113,158,59,238
45,F,155,68,Light,1362,1873,1873,140,52,211
62,M,179,61,Very Active,1413,2685,2685,201,75,302
47,F,166,76,Active,1461,2520,2520,189,70,284
78,F,197,69,Active,1358,2343,2343,176,65,264
69,F,190,89,Light,1560,2145,2145,161,60,241
26,F,158,88,Active,1638,2826,2826,212,78,318
57,M,169,118,Sedentary,2157,2588,2588,194,72,291
51,F,178,53,Very Active,1268,2409,2409,181,67,271
63,M,172,108,Sedentary,2003,2404,2404,180,67,270
48,F,152,78,Moderate,1432,2220,2220,166,62,250
43,F,194,85,Active,1648,2843,2843,213,79,320
40,M,176,83,Light,1818,2500,2500,188,69,281
51,F,160,98,Very Active,1629,3095,3095,232,86,348
33,M,152,58,Sedentary,1407,1688,1688,127,47,190
23,M,154,108,Very Active,2144,4074,4074,306,113,458
20,F,155,60,Sedentary,1396,1675,1675,126,47,188
73,M,153,67,Sedentary,1306,1567,1567,118,44,176
51,M,159,74,Light,1553,2135,2135,160,59,240
32,M,162,77,Very Active,1716,3260,3260,244,91,367
48,M,160,93,Moderate,1830,2836,2836,213,79,319
70,F,177,89,Active,1516,2615,2615,196,73,294
40,F,192,78,Light,1590,2186,2186,164,61,246
65,F,188,100,Active,1673,2886,2886,216,80,325
30,M,154,47,Sedentary,1287,1544,1544,116,43,174
71,F,174,93,Sedentary,1539,1847,1847,139,51,208
39,F,179,48,Moderate,1277,1979,1979,148,55,223
63,M,166,76,Very Active,1546,2937,2937,220,82,330
35,M,168,87,Very Active,1861,3536,3536,265,98,398
67,M,182,104,Light,1975,2716,2716,204,75,306
22,M,169,80,Light,1846,2538,2538,190,70,286
24,F,197,67,Very Active,1574,2991,2991,224,83,336
39,F,181,100,Active,1764,3043,3043,228,85,342
60,M,164,116,Moderate,2089,3238,3238,243,90,364
70,F,154,48,Moderate,1065,1651,1651,124,46,186
68,M,184,120,Sedentary,2193,2632,2632,197,73,296
53,M,168,51,Moderate,1277,1979,1979,148,55,223
44,F,182,117,Very Active,1903,3616,3616,271,100,407
46,M,163,112,Moderate,2110,3270,3270,245,91,368
53,F,167,116,Active,1808,3119,3119,234,87,351
25,F,192,78,Active,1655,2855,2855,214,79,321
23,M,182,85,Moderate,1970,3054,3054,229,85,344
29,F,194,85,Moderate,1709,2649,2649,199,74,298
72,F,197,105,Moderate,1717,2661,2661,200,74,299
50,F,166,107,Very Active,1735,3296,3296,247,92,371
41,F,175,92,Active,1663,2869,2869,215,80,323
59,M,171,111,Active,2061,3555,3555,267,99,400
